Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.07 06:00:00,2.90079992737E-06
2024.09.07 07:00:00,2.91171886602E-06
2024.09.07 08:00:00,2.92237018584E-06
2024.09.07 09:00:00,2.93213633995E-06
2024.09.07 10:00:00,2.94633878184E-06
2024.09.07 11:00:00,2.95498898595E-06
2024.09.07 12:00:00,2.96350685858E-06
2024.09.07 13:00:00,2.97238557323E-06
2024.09.07 14:00:00,2.98137820209E-06
2024.09.07 15:00:00,2.98886402561E-06
2024.09.07 16:00:00,2.99981070384E-06
2024.09.07 17:00:00,3.00673650599E-06
2024.09.07 18:00:00,3.01064346786E-06
2024.09.07 19:00:00,3.01693171423E-06
2024.09.07 20:00:00,3.02405828734E-06
2024.09.07 21:00:00,3.02931425722E-06
2024.09.07 22:00:00,3.03724254991E-06
2024.09.07 23:00:00,3.04594050249E-06
2024.09.08 00:00:00,3.05392723021E-06
2024.09.08 01:00:00,3.06515948978E-06
2024.09.08 02:00:00,3.07541336042E-06
2024.09.08 03:00:00,3.08069866151E-06
2024.09.08 04:00:00,3.08685730488E-06
2024.09.08 05:00:00,3.09355937134E-06
2024.09.08 06:00:00,3.09862866743E-06
2024.09.08 07:00:00,3.10447990159E-06
2024.09.08 08:00:00,3.11033522848E-06
2024.09.08 09:00:00,3.1161091556E-06
2024.09.08 10:00:00,3.1232116271E-06
2024.09.08 11:00:00,3.12833208227E-06
2024.09.08 12:00:00,3.13350778924E-06
2024.09.08 13:00:00,3.14188423545E-06
2024.09.08 14:00:00,3.1493204915E-06
2024.09.08 15:00:00,3.15698002851E-06
2024.09.08 16:00:00,3.16065734296E-06
2024.09.08 17:00:00,3.15917304761E-06
2024.09.08 18:00:00,3.16810360346E-06
2024.09.08 19:00:00,3.1693962228E-06
2024.09.08 20:00:00,3.18224988405E-06
2024.09.08 21:00:00,3.17693047691E-06
2024.09.08 22:00:00,3.18508114105E-06
2024.09.08 23:00:00,3.19460968967E-06
2024.09.09 00:00:00,3.20893150274E-06
2024.09.09 01:00:00,3.22253504237E-06
2024.09.09 02:00:00,3.23243989442E-06
2024.09.09 03:00:00,3.24186157741E-06
2024.09.09 04:00:00,3.24198299495E-06
2024.09.09 05:00:00,3.24852999256E-06
2024.09.09 06:00:00,3.25930045619E-06
2024.09.09 07:00:00,3.26887675328E-06
2024.09.09 08:00:00,3.27815973833E-06
2024.09.09 09:00:00,3.28966439156E-06
2024.09.09 10:00:00,3.29860654347E-06
2024.09.09 11:00:00,3.30658053826E-06
2024.09.09 12:00:00,3.31417595589E-06
2024.09.09 13:00:00,3.32047443408E-06
2024.09.09 14:00:00,3.3254104892E-06
2024.09.09 15:00:00,3.33027969646E-06
2024.09.09 16:00:00,3.33573848366E-06
2024.09.09 17:00:00,3.34201649821E-06
2024.09.09 18:00:00,3.34963215209E-06
2024.09.09 19:00:00,3.35905247084E-06
2024.09.09 20:00:00,3.37056576427E-06
2024.09.09 21:00:00,3.3841356526E-06
2024.09.09 22:00:00,3.39775033353E-06
2024.09.09 23:00:00,3.41202962773E-06
2024.09.10 00:00:00,3.42502198691E-06
2024.09.10 01:00:00,3.4379538647E-06
2024.09.10 02:00:00,3.4497222714E-06
2024.09.10 03:00:00,3.46139586327E-06
2024.09.10 04:00:00,3.4718450479E-06
2024.09.10 05:00:00,3.48279604623E-06
2024.09.10 06:00:00,3.49271954292E-06
2024.09.10 07:00:00,3.5023908822E-06
2024.09.10 08:00:00,3.51100129592E-06
2024.09.10 09:00:00,3.51951553057E-06
2024.09.10 10:00:00,3.52817050953E-06
2024.09.10 11:00:00,3.53563564204E-06
2024.09.10 12:00:00,3.53884320248E-06
2024.09.10 13:00:00,3.54992607754E-06
