Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.27 07:00:00,10.0334739685
2024.08.27 08:00:00,10.0363769531
2024.08.27 09:00:00,10.0371141434
2024.08.27 10:00:00,10.035736084
2024.08.27 11:00:00,10.0365257263
2024.08.27 12:00:00,10.0335741043
2024.08.27 13:00:00,10.0116405487
2024.08.27 14:00:00,10.0033073425
2024.08.27 15:00:00,9.99904441833
2024.08.27 16:00:00,9.99775409698
2024.08.27 17:00:00,10.0021886826
2024.08.27 18:00:00,10.003080368
2024.08.27 19:00:00,10.006231308
2024.08.27 20:00:00,10.003616333
2024.08.27 21:00:00,10.0002689362
2024.08.27 22:00:00,9.99882888794
2024.08.27 23:00:00,9.99399280548
2024.08.28 00:00:00,9.99234580994
2024.08.28 01:00:00,9.99271583557
2024.08.28 02:00:00,9.99205970764
2024.08.28 03:00:00,9.9911365509
2024.08.28 04:00:00,9.99117279053
2024.08.28 05:00:00,9.99102306366
2024.08.28 06:00:00,9.99080085754
2024.08.28 07:00:00,9.99346446991
2024.08.28 08:00:00,10.000161171
2024.08.28 09:00:00,10.0044116974
2024.08.28 10:00:00,10.0033349991
2024.08.28 11:00:00,10.0008077621
2024.08.28 12:00:00,9.99613189697
2024.08.28 13:00:00,9.98668670654
2024.08.28 14:00:00,9.97661304474
2024.08.28 15:00:00,9.9743642807
2024.08.28 16:00:00,9.97607326508
2024.08.28 17:00:00,9.97857379913
2024.08.28 18:00:00,9.98364067078
2024.08.28 19:00:00,9.98648548126
2024.08.28 20:00:00,9.99171924591
2024.08.28 21:00:00,9.99237346649
2024.08.28 22:00:00,9.98953056335
2024.08.28 23:00:00,9.98772621155
2024.08.29 00:00:00,9.98667144775
2024.08.29 01:00:00,9.98625946045
2024.08.29 02:00:00,9.98651695251
2024.08.29 03:00:00,9.9852809906
2024.08.29 04:00:00,9.98633670807
2024.08.29 05:00:00,9.98668956757
2024.08.29 06:00:00,9.98681163788
2024.08.29 07:00:00,9.98800563812
2024.08.29 08:00:00,9.98890399933
2024.08.29 09:00:00,9.99369621277
2024.08.29 10:00:00,10.0005016327
2024.08.29 11:00:00,9.99898815155
2024.08.29 12:00:00,9.99880218506
2024.08.29 13:00:00,9.99642848969
2024.08.29 14:00:00,9.99843597412
2024.08.29 15:00:00,9.99208927155
2024.08.29 16:00:00,9.9950799942
2024.08.29 17:00:00,9.99399662018
