Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.19 16:00:00,4.40181793238E-06
2024.09.19 17:00:00,4.43455292043E-06
2024.09.19 18:00:00,4.46086642114E-06
2024.09.19 19:00:00,4.46961530542E-06
2024.09.19 20:00:00,4.45523346571E-06
2024.09.19 21:00:00,4.4215626076E-06
2024.09.19 22:00:00,4.38053484686E-06
2024.09.19 23:00:00,4.35050696979E-06
2024.09.20 00:00:00,4.34642561231E-06
2024.09.20 01:00:00,4.36587652075E-06
2024.09.20 02:00:00,4.3967925194E-06
2024.09.20 03:00:00,4.43047883891E-06
2024.09.20 04:00:00,4.46196918347E-06
2024.09.20 05:00:00,4.48736727776E-06
2024.09.20 06:00:00,4.50671586805E-06
2024.09.20 07:00:00,4.52236918136E-06
2024.09.20 08:00:00,4.53765824204E-06
2024.09.20 09:00:00,4.5558522288E-06
2024.09.20 10:00:00,4.57490477856E-06
2024.09.20 11:00:00,4.58931572211E-06
2024.09.20 12:00:00,4.58725799035E-06
2024.09.20 13:00:00,4.58267186332E-06
2024.09.20 14:00:00,4.57790611108E-06
2024.09.20 15:00:00,4.57439364254E-06
2024.09.20 16:00:00,4.57017722511E-06
2024.09.20 17:00:00,4.56854695585E-06
2024.09.20 18:00:00,4.57568330603E-06
2024.09.20 19:00:00,4.6154455049E-06
2024.09.20 20:00:00,4.70164241051E-06
2024.09.20 21:00:00,4.80602511743E-06
2024.09.20 22:00:00,4.9091895562E-06
2024.09.20 23:00:00,4.9981531447E-06
2024.09.21 00:00:00,5.06423430124E-06
2024.09.21 01:00:00,5.14514249517E-06
2024.09.21 02:00:00,5.22835080119E-06
2024.09.21 03:00:00,5.32005378773E-06
2024.09.21 04:00:00,5.43386749996E-06
2024.09.21 05:00:00,5.54927055418E-06
2024.09.21 06:00:00,5.65524987906E-06
2024.09.21 07:00:00,5.74553996557E-06
2024.09.21 08:00:00,5.81417543799E-06
2024.09.21 09:00:00,5.88119974054E-06
2024.09.21 10:00:00,5.96101199335E-06
2024.09.21 11:00:00,6.0454335653E-06
2024.09.21 12:00:00,6.21954359303E-06
2024.09.21 13:00:00,6.4308205765E-06
2024.09.21 14:00:00,6.66526466375E-06
2024.09.21 15:00:00,6.8554131758E-06
2024.09.21 16:00:00,6.86463044985E-06
2024.09.21 17:00:00,6.6479524321E-06
2024.09.21 18:00:00,6.47124397801E-06
2024.09.21 19:00:00,6.32611727269E-06
2024.09.21 20:00:00,6.24772701485E-06
2024.09.21 21:00:00,6.23525284027E-06
2024.09.21 22:00:00,6.21330900685E-06
2024.09.21 23:00:00,6.20524770056E-06
2024.09.22 00:00:00,6.19520506007E-06
2024.09.22 01:00:00,6.19746560915E-06
2024.09.22 02:00:00,6.19578395344E-06
2024.09.22 03:00:00,6.18124886387E-06
2024.09.22 04:00:00,6.17177920503E-06
2024.09.22 05:00:00,6.16530815023E-06
2024.09.22 06:00:00,6.1482851379E-06
2024.09.22 07:00:00,6.13662541582E-06
2024.09.22 08:00:00,6.18489639237E-06
2024.09.22 09:00:00,6.31165357845E-06
2024.09.22 10:00:00,6.44920191917E-06
2024.09.22 11:00:00,6.5519011514E-06
2024.09.22 12:00:00,6.57547116134E-06
2024.09.22 13:00:00,6.53255756333E-06
2024.09.22 14:00:00,6.46255830361E-06
2024.09.22 15:00:00,6.36888262306E-06
2024.09.22 16:00:00,6.27825465926E-06
2024.09.22 17:00:00,6.19708271188E-06
2024.09.22 18:00:00,6.12551048107E-06
2024.09.22 19:00:00,6.08012851444E-06
2024.09.22 20:00:00,6.04081242273E-06
2024.09.22 21:00:00,5.98770293436E-06
2024.09.22 22:00:00,5.94180937696E-06
2024.09.22 23:00:00,5.88290095038E-06
2024.09.23 00:00:00,5.81828544455E-06
2024.09.23 01:00:00,5.75586363993E-06
2024.09.23 02:00:00,5.70126258026E-06
2024.09.23 03:00:00,5.65078971704E-06
2024.09.23 04:00:00,5.60646731174E-06
2024.09.23 05:00:00,5.56788245376E-06
2024.09.23 06:00:00,5.53369181944E-06
2024.09.23 07:00:00,5.50225968254E-06
2024.09.23 08:00:00,5.46924593436E-06
2024.09.23 09:00:00,5.44178465134E-06
2024.09.23 10:00:00,5.41911231267E-06
2024.09.23 11:00:00,5.39524489795E-06
2024.09.23 12:00:00,5.37967343917E-06
2024.09.23 13:00:00,5.39085840501E-06
