Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.10.14 21:00:00,1.33840330818E-05
2024.10.14 22:00:00,1.33829589686E-05
2024.10.14 23:00:00,1.33822723001E-05
2024.10.15 00:00:00,1.33836847453E-05
2024.10.15 01:00:00,1.33842722789E-05
2024.10.15 02:00:00,1.33845005621E-05
2024.10.15 03:00:00,1.33838912006E-05
2024.10.15 04:00:00,1.33829498736E-05
2024.10.15 05:00:00,1.33850462589E-05
2024.10.15 06:00:00,1.33861267386E-05
2024.10.15 07:00:00,1.33870844365E-05
2024.10.15 08:00:00,1.33877920234E-05
2024.10.15 09:00:00,1.33870862555E-05
2024.10.15 10:00:00,1.33880221256E-05
2024.10.15 11:00:00,1.33890944198E-05
2024.10.15 12:00:00,1.33891317091E-05
2024.10.15 13:00:00,1.33902476591E-05
2024.10.15 14:00:00,1.33921321321E-05
2024.10.15 15:00:00,1.33947551149E-05
2024.10.15 16:00:00,1.33973417178E-05
2024.10.15 17:00:00,1.33990524773E-05
2024.10.15 18:00:00,1.34005022119E-05
2024.10.15 19:00:00,1.3402964214E-05
2024.10.15 20:00:00,1.34039764816E-05
2024.10.15 21:00:00,1.34045767481E-05
2024.10.15 22:00:00,1.34032188726E-05
2024.10.15 23:00:00,1.34008105306E-05
2024.10.16 00:00:00,1.33974308483E-05
2024.10.16 01:00:00,1.33939483931E-05
2024.10.16 02:00:00,1.33877401822E-05
2024.10.16 03:00:00,1.33865323733E-05
2024.10.16 04:00:00,1.33847443067E-05
2024.10.16 05:00:00,1.3383323676E-05
2024.10.16 06:00:00,1.33814410219E-05
2024.10.16 07:00:00,1.33796902446E-05
2024.10.16 08:00:00,1.33782605189E-05
2024.10.16 09:00:00,1.33778166855E-05
2024.10.16 10:00:00,1.33765115606E-05
2024.10.16 11:00:00,1.33758649099E-05
2024.10.16 12:00:00,1.33760468088E-05
2024.10.16 13:00:00,1.33759531309E-05
2024.10.16 14:00:00,1.33753310365E-05
2024.10.16 15:00:00,1.33756175273E-05
2024.10.16 16:00:00,1.33768053274E-05
2024.10.16 17:00:00,1.33769190143E-05
2024.10.16 18:00:00,1.3378415133E-05
2024.10.16 19:00:00,1.33792300403E-05
2024.10.16 20:00:00,1.33810390253E-05
2024.10.16 21:00:00,1.33825333251E-05
2024.10.16 22:00:00,1.33831572384E-05
2024.10.16 23:00:00,1.33837120302E-05
2024.10.17 00:00:00,1.33836074383E-05
2024.10.17 01:00:00,1.33837138492E-05
2024.10.17 02:00:00,1.33840658236E-05
2024.10.17 03:00:00,1.33841303978E-05
2024.10.17 04:00:00,1.33850626298E-05
2024.10.17 05:00:00,1.33873254526E-05
2024.10.17 06:00:00,1.33880103022E-05
2024.10.17 07:00:00,1.33895082399E-05
2024.10.17 08:00:00,1.33892481244E-05
2024.10.17 09:00:00,1.33906569317E-05
2024.10.17 10:00:00,1.33920157168E-05
2024.10.17 11:00:00,1.3390445929E-05
